12	42	0.06467	0.0008305924	1.77245495137835	0	0	0	0	1	1	0	0	0	0
12	43	0.07257	0.0007963684	2.03712017036245	0	0	0	0	1	1	0	0	0	0
13	44	0.10536	0.1429520481	-0.874197238462607	0	0	0	0	1	0	1	0	0	0
14	45	-0.86392	0.6091334209	-2.72685377135128	0	0	0	1	0	1	0	0	0	0
16	48	-0.1039	0.0151831684	1.50778973239426	1	0	1	0	0	0	0	0	1	0
16	49	-0.31322	0.0035414401	0.978459294426064	1	0	1	0	0	0	0	0	1	0
16	50	-0.16188	0.0460274116	1.50778973239426	1	0	1	0	0	0	0	0	1	0
15	46	0.35424	0.0258984649	-0.609532019478511	0	1	0	0	0	0	0	0	0	1
15	47	0.05373	0.0228644641	0.449128856457872	0	1	0	0	0	0	0	0	0	1
17	51	0.08573	0.0510714801	-0.0802015815103193	1	0	1	0	0	0	1	0	0	0
18	52	0.71562	0.2265188836	-0.344866800494415	0	0	1	0	0	0	0	0	0	1
19	53	-1.42885	0.3550729744	1.24312451341016	1	1	0	0	0	0	0	0	1	0
20	57	-0.07833	0.0065788321	0.978459294426064	0	0	1	0	0	0	0	0	1	0
20	56	-0.10434	0.0057441241	0.713794075441968	0	0	1	0	0	0	0	0	1	0
20	55	-0.07452	0.0062805625	0.449128856457872	0	0	1	0	0	0	0	0	1	0
20	54	-0.08312	0.0055234624	0.184463637473777	0	0	1	0	0	0	0	0	1	0
21	58	-0.26194	0.1470952609	-0.344866800494415	0	0	1	0	0	0	1	0	0	0
21	59	-0.43191	0.1526230489	-0.344866800494415	0	0	1	0	0	0	1	0	0	0
21	60	-0.56531	0.6184092321	-0.344866800494415	0	1	0	0	0	0	1	0	0	0
21	61	-1.48881	1.1067250401	-0.344866800494415	0	1	0	0	0	0	1	0	0	0
21	62	-0.15985	0.2695997929	-0.344866800494415	0	1	0	0	0	0	1	0	0	0
21	63	0.11464	0.0751527396	-0.344866800494415	0	0	0	1	0	0	1	0	0	0
21	64	-0.17096	0.4548558249	-0.344866800494415	0	1	0	0	0	0	1	0	0	0
21	65	0.02763	0.0569920129	-0.344866800494415	0	0	0	1	0	0	1	0	0	0
21	66	0.66155	0.2744397769	-0.344866800494415	0	1	0	0	0	0	1	0	0	0
